cidade_slug,cidade_origem,tecnologia,indicador_id,mes_ref,semana_mes,valor
,SOBRAL/CE / CE,5g,ativacao,2026-07-01,2,2
solanea-pb,SOLANEA / PB,5g,ativacao,2026-07-01,2,33
soledade-pb,SOLEDADE / PB,5g,ativacao,2026-07-01,2,11
sousa-pb,SOUSA / PB,5g,ativacao,2026-07-01,2,32
sousa-pb,SOUSA / PB,ftth,orcamento,2026-07-01,2,21
sousa-pb,SOUSA / PB,ftth,efetivado,2026-07-01,2,22
sousa-pb,SOUSA / PB,ftth,instalacao,2026-07-01,2,18
surubim-pe,SURUBIM / PE,ftth,orcamento,2026-07-01,2,10
surubim-pe,SURUBIM / PE,ftth,efetivado,2026-07-01,2,9
surubim-pe,SURUBIM / PE,ftth,instalacao,2026-07-01,2,9
taboleiro-grande-rn,TABOLEIRO GRANDE / RN,5g,ativacao,2026-07-01,2,5
tabuleiro-do-norte-ce,TABULEIRO DO NORTE / CE,5g,ativacao,2026-07-01,2,28
tabuleiro-do-norte-ce,TABULEIRO DO NORTE / CE,ftth,orcamento,2026-07-01,2,8
tabuleiro-do-norte-ce,TABULEIRO DO NORTE / CE,ftth,efetivado,2026-07-01,2,7
tabuleiro-do-norte-ce,TABULEIRO DO NORTE / CE,ftth,instalacao,2026-07-01,2,8
taquaritinga-do-norte-pe,TAQUARITINGA DO NORTE / PE,5g,ativacao,2026-07-01,2,40
taua-ce,TAUA / CE,5g,ativacao,2026-07-01,2,69
taua-ce,TAUA / CE,ftth,orcamento,2026-07-01,2,33
taua-ce,TAUA / CE,ftth,efetivado,2026-07-01,2,31
taua-ce,TAUA / CE,ftth,instalacao,2026-07-01,2,25
tenente-ananias-rn,TENENTE ANANIAS / RN,5g,ativacao,2026-07-01,2,29
teresina-pi,TERESINA / PI,5g,ativacao,2026-07-01,2,397
teresina-pi,TERESINA / PI,ftth,orcamento,2026-07-01,2,588
teresina-pi,TERESINA / PI,ftth,efetivado,2026-07-01,2,489
teresina-pi,TERESINA / PI,ftth,instalacao,2026-07-01,2,430
tiangua-ce,TIANGUA / CE,5g,ativacao,2026-07-01,2,48
tiangua-ce,TIANGUA / CE,ftth,orcamento,2026-07-01,2,33
tiangua-ce,TIANGUA / CE,ftth,efetivado,2026-07-01,2,27
tiangua-ce,TIANGUA / CE,ftth,instalacao,2026-07-01,2,30
timon-ma,TIMON / MA,5g,ativacao,2026-07-01,2,55
timon-ma,TIMON / MA,ftth,orcamento,2026-07-01,2,128
timon-ma,TIMON / MA,ftth,efetivado,2026-07-01,2,109
timon-ma,TIMON / MA,ftth,instalacao,2026-07-01,2,90
tobias-barreto-se,TOBIAS BARRETO / SE,ftth,orcamento,2026-07-01,2,23
tobias-barreto-se,TOBIAS BARRETO / SE,ftth,efetivado,2026-07-01,2,19
tobias-barreto-se,TOBIAS BARRETO / SE,ftth,instalacao,2026-07-01,2,14
toritama-pe,TORITAMA / PE,5g,ativacao,2026-07-01,2,20
toritama-pe,TORITAMA / PE,ftth,orcamento,2026-07-01,2,23
toritama-pe,TORITAMA / PE,ftth,instalacao,2026-07-01,2,13
toritama-pe,TORITAMA / PE,ftth,efetivado,2026-07-01,2,16
touros-rn,TOUROS / RN,5g,ativacao,2026-07-01,2,126
trairi-ce,TRAIRI / CE,5g,ativacao,2026-07-01,2,1
triunfo-potiguar-rn,TRIUNFO POTIGUAR / RN,5g,ativacao,2026-07-01,2,10
trizidela-do-vale-ma,TRIZIDELA DO VALE / MA,5g,ativacao,2026-07-01,2,7
tuntum-ma,TUNTUM / MA,5g,ativacao,2026-07-01,2,1
ubajara-ce,UBAJARA / CE,5g,ativacao,2026-07-01,2,14
ubajara-ce,UBAJARA / CE,ftth,instalacao,2026-07-01,2,2
ubajara-ce,UBAJARA / CE,ftth,orcamento,2026-07-01,2,3
ubajara-ce,UBAJARA / CE,ftth,efetivado,2026-07-01,2,3
uirauna-pb,UIRAUNA / PB,5g,ativacao,2026-07-01,2,33
uirauna-pb,UIRAUNA / PB,ftth,instalacao,2026-07-01,2,3
uirauna-pb,UIRAUNA / PB,ftth,orcamento,2026-07-01,2,3
uirauna-pb,UIRAUNA / PB,ftth,efetivado,2026-07-01,2,3
umari-ce,UMARI / CE,5g,ativacao,2026-07-01,2,13
umarizal-rn,UMARIZAL / RN,5g,ativacao,2026-07-01,2,4
umarizal-rn,UMARIZAL / RN,ftth,orcamento,2026-07-01,2,3
umarizal-rn,UMARIZAL / RN,ftth,efetivado,2026-07-01,2,3
umarizal-rn,UMARIZAL / RN,ftth,instalacao,2026-07-01,2,3
uniao-pi,UNIAO / PI,5g,ativacao,2026-07-01,2,2
upanema-rn,UPANEMA / RN,5g,ativacao,2026-07-01,2,1
uruoca-ce,URUOCA / CE,5g,ativacao,2026-07-01,2,4
varjota-ce,VARJOTA / CE,5g,ativacao,2026-07-01,2,20
varzea-alegre-ce,VARZEA ALEGRE / CE,5g,ativacao,2026-07-01,2,28
varzea-alegre-ce,VARZEA ALEGRE / CE,ftth,orcamento,2026-07-01,2,15
varzea-alegre-ce,VARZEA ALEGRE / CE,ftth,efetivado,2026-07-01,2,15
varzea-alegre-ce,VARZEA ALEGRE / CE,ftth,instalacao,2026-07-01,2,13
verdejante-pe,VERDEJANTE  / PE,5g,ativacao,2026-07-01,2,15
viana-ma,VIANA / MA,5g,ativacao,2026-07-01,2,1
vicosa-do-ceara-ce,VICOSA DO CEARA / CE,ftth,orcamento,2026-07-01,2,9
vicosa-do-ceara-ce,VICOSA DO CEARA / CE,ftth,efetivado,2026-07-01,2,7
vicosa-do-ceara-ce,VICOSA DO CEARA / CE,ftth,instalacao,2026-07-01,2,5
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO / PE,ftth,efetivado,2026-07-01,2,17
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO / PE,ftth,instalacao,2026-07-01,2,20
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO / PE,ftth,orcamento,2026-07-01,2,23
xexeu-pe,XEXEU / PE,5g,ativacao,2026-07-01,2,6
,,5g,ativacao,2026-07-01,1,556
,,ftth,orcamento,2026-07-01,1,7
,,ftth,efetivado,2026-07-01,1,5
,/,5g,ativacao,2026-07-01,1,19
,/ / GO,5g,ativacao,2026-07-01,1,5
abaiara-ce,ABAIARA / CE,5g,ativacao,2026-07-01,1,12
abreu-e-lima-pe,ABREU E LIMA / PE,ftth,orcamento,2026-07-01,1,14
abreu-e-lima-pe,ABREU E LIMA / PE,ftth,efetivado,2026-07-01,1,15
abreu-e-lima-pe,ABREU E LIMA / PE,ftth,instalacao,2026-07-01,1,7
acarape-ce,ACARAPE / CE,5g,ativacao,2026-07-01,1,51
acarau-ce,ACARAU / CE,5g,ativacao,2026-07-01,1,59
acarau-ce,ACARAU / CE,ftth,orcamento,2026-07-01,1,8
acarau-ce,ACARAU / CE,ftth,efetivado,2026-07-01,1,9
acarau-ce,ACARAU / CE,ftth,instalacao,2026-07-01,1,9
acari-rn,ACARI / RN,5g,ativacao,2026-07-01,1,1
acopiara-ce,ACOPIARA / CE,5g,ativacao,2026-07-01,1,45
acopiara-ce,ACOPIARA / CE,ftth,orcamento,2026-07-01,1,15
acopiara-ce,ACOPIARA / CE,ftth,efetivado,2026-07-01,1,13
acopiara-ce,ACOPIARA / CE,ftth,instalacao,2026-07-01,1,15
afonso-bezerra-rn,AFONSO BEZERRA / RN,5g,ativacao,2026-07-01,1,5
agua-nova-rn,AGUA NOVA / RN,5g,ativacao,2026-07-01,1,16
aiuaba-ce,AIUABA / CE,5g,ativacao,2026-07-01,1,7
alagoa-grande-pb,ALAGOA GRANDE / PB,5g,ativacao,2026-07-01,1,10
alagoinhas-ba,ALAGOINHAS / BA,ftth,orcamento,2026-07-01,1,64
alagoinhas-ba,ALAGOINHAS / BA,ftth,efetivado,2026-07-01,1,48
alagoinhas-ba,ALAGOINHAS / BA,ftth,instalacao,2026-07-01,1,29
alexandria-rn,ALEXANDRIA / RN,5g,ativacao,2026-07-01,1,3
,ALEXANDRIA/RN / RN,5g,ativacao,2026-07-01,1,1
altaneira-ce,ALTANEIRA / CE,5g,ativacao,2026-07-01,1,23
alto-do-rodrigues-rn,ALTO DO RODRIGUES / RN,5g,ativacao,2026-07-01,1,17
alto-santo-ce,ALTO SANTO / CE,5g,ativacao,2026-07-01,1,17
altos-pi,ALTOS / PI,ftth,orcamento,2026-07-01,1,24
altos-pi,ALTOS / PI,ftth,efetivado,2026-07-01,1,23
altos-pi,ALTOS / PI,ftth,instalacao,2026-07-01,1,26
angical-ba,ANGICAL / BA,5g,ativacao,2026-07-01,1,1
angicos-rn,ANGICOS / RN,5g,ativacao,2026-07-01,1,11
antonina-do-norte-ce,ANTONINA DO NORTE / CE,5g,ativacao,2026-07-01,1,4
antonio-martins-rn,ANTONIO MARTINS / RN,5g,ativacao,2026-07-01,1,3
apodi-rn,APODI / RN,5g,ativacao,2026-07-01,1,16
apodi-rn,APODI / RN,ftth,instalacao,2026-07-01,1,1
aquiraz-ce,AQUIRAZ / CE,5g,ativacao,2026-07-01,1,9
aquiraz-ce,AQUIRAZ / CE,ftth,orcamento,2026-07-01,1,15
aquiraz-ce,AQUIRAZ / CE,ftth,efetivado,2026-07-01,1,8
aquiraz-ce,AQUIRAZ / CE,ftth,instalacao,2026-07-01,1,6
aracaju-se,ARACAJU / SE,ftth,orcamento,2026-07-01,1,287
aracaju-se,ARACAJU / SE,ftth,efetivado,2026-07-01,1,231
aracaju-se,ARACAJU / SE,ftth,instalacao,2026-07-01,1,195
aracati-ce,ARACATI / CE,5g,ativacao,2026-07-01,1,51
arapiraca-al,ARAPIRACA / AL,ftth,orcamento,2026-07-01,1,65
arapiraca-al,ARAPIRACA / AL,ftth,efetivado,2026-07-01,1,54
arapiraca-al,ARAPIRACA / AL,ftth,instalacao,2026-07-01,1,53
arara-pb,ARARA / PB,5g,ativacao,2026-07-01,1,1
araripe-ce,ARARIPE / CE,5g,ativacao,2026-07-01,1,3
araripina-pe,ARARIPINA / PE,5g,ativacao,2026-07-01,1,30
araripina-pe,ARARIPINA / PE,ftth,orcamento,2026-07-01,1,13
araripina-pe,ARARIPINA / PE,ftth,instalacao,2026-07-01,1,13
araripina-pe,ARARIPINA / PE,ftth,efetivado,2026-07-01,1,11
aratuba-ce,ARATUBA / CE,5g,ativacao,2026-07-01,1,5
arcoverde-pe,ARCOVERDE / PE,5g,ativacao,2026-07-01,1,23
arcoverde-pe,ARCOVERDE / PE,ftth,orcamento,2026-07-01,1,10
arcoverde-pe,ARCOVERDE / PE,ftth,efetivado,2026-07-01,1,7
arcoverde-pe,ARCOVERDE / PE,ftth,instalacao,2026-07-01,1,10
areia-branca-rn,AREIA BRANCA / RN,5g,ativacao,2026-07-01,1,28
assare-ce,ASSARE / CE,5g,ativacao,2026-07-01,1,18
assu-rn,ASSU / RN,5g,ativacao,2026-07-01,1,31
assu-rn,ASSU / RN,ftth,orcamento,2026-07-01,1,7
assu-rn,ASSU / RN,ftth,efetivado,2026-07-01,1,5
assu-rn,ASSU / RN,ftth,instalacao,2026-07-01,1,3
aurora-ce,AURORA / CE,5g,ativacao,2026-07-01,1,7
banabuiu-ce,BANABUIU / CE,5g,ativacao,2026-07-01,1,22
banabuiu-ce,BANABUIU / CE,ftth,orcamento,2026-07-01,1,7
banabuiu-ce,BANABUIU / CE,ftth,efetivado,2026-07-01,1,6
banabuiu-ce,BANABUIU / CE,ftth,instalacao,2026-07-01,1,5
bananeiras-pb,BANANEIRAS / PB,5g,ativacao,2026-07-01,1,1
barauna-rn,BARAUNA / RN,5g,ativacao,2026-07-01,1,8
barauna-rn,BARAUNA / RN,ftth,orcamento,2026-07-01,1,7
barauna-rn,BARAUNA / RN,ftth,efetivado,2026-07-01,1,5
barauna-rn,BARAUNA / RN,ftth,instalacao,2026-07-01,1,4
barbalha-ce,BARBALHA / CE,5g,ativacao,2026-07-01,1,36
barbalha-ce,BARBALHA / CE,ftth,orcamento,2026-07-01,1,47
barbalha-ce,BARBALHA / CE,ftth,efetivado,2026-07-01,1,42
barbalha-ce,BARBALHA / CE,ftth,instalacao,2026-07-01,1,46
barra-de-guabiraba-pe,BARRA DE GUABIRABA / PE,5g,ativacao,2026-07-01,1,5
barra-de-santana-pb,BARRA DE SANTANA / PB,5g,ativacao,2026-07-01,1,1
barra-de-sao-miguel-pb,BARRA DE SAO MIGUEL / PB,5g,ativacao,2026-07-01,1,1
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,orcamento,2026-07-01,1,29
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,efetivado,2026-07-01,1,26
barra-dos-coqueiros-se,BARRA DOS COQUEIROS / SE,ftth,instalacao,2026-07-01,1,15
barreira-ce,BARREIRA  / CE,5g,ativacao,2026-07-01,1,8
barro-ce,BARRO / CE,5g,ativacao,2026-07-01,1,11
batal-rn,BATAL / RN,5g,ativacao,2026-07-01,1,3
baturite-ce,BATURITE / CE,5g,ativacao,2026-07-01,1,19
bayeux-pb,BAYEUX / PB,5g,ativacao,2026-07-01,1,44
bayeux-pb,BAYEUX / PB,ftth,orcamento,2026-07-01,1,56
bayeux-pb,BAYEUX / PB,ftth,efetivado,2026-07-01,1,43
bayeux-pb,BAYEUX / PB,ftth,instalacao,2026-07-01,1,37
beberibe-ce,BEBERIBE / CE,5g,ativacao,2026-07-01,1,30
bela-cruz-ce,BELA CRUZ / CE,5g,ativacao,2026-07-01,1,13
belo-jardim-pe,BELO JARDIM / PE,5g,ativacao,2026-07-01,1,5
belo-jardim-pe,BELO JARDIM / PE,ftth,orcamento,2026-07-01,1,11
belo-jardim-pe,BELO JARDIM / PE,ftth,efetivado,2026-07-01,1,9
belo-jardim-pe,BELO JARDIM / PE,ftth,instalacao,2026-07-01,1,6
bezerros-pe,BEZERROS / PE,5g,ativacao,2026-07-01,1,24
bezerros-pe,BEZERROS / PE,ftth,orcamento,2026-07-01,1,13
bezerros-pe,BEZERROS / PE,ftth,efetivado,2026-07-01,1,13
bezerros-pe,BEZERROS / PE,ftth,instalacao,2026-07-01,1,13
boa-viagem-ce,BOA VIAGEM / CE,5g,ativacao,2026-07-01,1,11
bom-conselho-pe,BOM CONSELHO / PE,5g,ativacao,2026-07-01,1,22
bom-conselho-pe,BOM CONSELHO / PE,ftth,orcamento,2026-07-01,1,4
bom-conselho-pe,BOM CONSELHO / PE,ftth,efetivado,2026-07-01,1,1
bom-conselho-pe,BOM CONSELHO / PE,ftth,instalacao,2026-07-01,1,1
bom-sucesso-pb,BOM SUCESSO / PB,5g,ativacao,2026-07-01,1,3
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,orcamento,2026-07-01,1,2
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,efetivado,2026-07-01,1,1
brejo-da-madre-de-deus-pe,BREJO DA MADRE DE DEUS / PE,ftth,instalacao,2026-07-01,1,1
brejo-do-cruz-pb,BREJO DO CRUZ / PB,5g,ativacao,2026-07-01,1,15
brejo-santo-ce,BREJO SANTO  / CE,5g,ativacao,2026-07-01,1,63
brejo-santo-ce,BREJO SANTO / CE,ftth,orcamento,2026-07-01,1,38
brejo-santo-ce,BREJO SANTO / CE,ftth,efetivado,2026-07-01,1,31
brejo-santo-ce,BREJO SANTO / CE,ftth,instalacao,2026-07-01,1,32
brisanet-ce,BRISANET / CE,5g,ativacao,2026-07-01,1,5
cabedelo-pb,CABEDELO / PB,5g,ativacao,2026-07-01,1,10
cabedelo-pb,CABEDELO / PB,ftth,orcamento,2026-07-01,1,50
cabedelo-pb,CABEDELO / PB,ftth,efetivado,2026-07-01,1,37
cabedelo-pb,CABEDELO / PB,ftth,instalacao,2026-07-01,1,31
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,orcamento,2026-07-01,1,51
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,efetivado,2026-07-01,1,39
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO / PE,ftth,instalacao,2026-07-01,1,27
cachoeira-dos-indios-pb,CACHOEIRA DOS INDIOS / PB,5g,ativacao,2026-07-01,1,13
caico-rn,CAICO / RN,5g,ativacao,2026-07-01,1,45
caico-rn,CAICO / RN,ftth,orcamento,2026-07-01,1,27
caico-rn,CAICO / RN,ftth,efetivado,2026-07-01,1,24
caico-rn,CAICO / RN,ftth,instalacao,2026-07-01,1,21
cajazeiras-pb,CAJAZEIRAS / PB,5g,ativacao,2026-07-01,1,45
cajazeiras-pb,CAJAZEIRAS / PB,ftth,orcamento,2026-07-01,1,32
cajazeiras-pb,CAJAZEIRAS / PB,ftth,efetivado,2026-07-01,1,33
cajazeiras-pb,CAJAZEIRAS / PB,ftth,instalacao,2026-07-01,1,32
camacari-ba,CAMACARI / BA,ftth,orcamento,2026-07-01,1,122
camacari-ba,CAMACARI / BA,ftth,efetivado,2026-07-01,1,97
camacari-ba,CAMACARI / BA,ftth,instalacao,2026-07-01,1,64
camaragibe-pe,CAMARAGIBE / PE,ftth,orcamento,2026-07-01,1,53
camaragibe-pe,CAMARAGIBE / PE,ftth,efetivado,2026-07-01,1,45
camaragibe-pe,CAMARAGIBE / PE,ftth,instalacao,2026-07-01,1,44
camocim-ce,CAMOCIM  / CE,5g,ativacao,2026-07-01,1,107
camocim-ce,CAMOCIM / CE,ftth,orcamento,2026-07-01,1,3
camocim-ce,CAMOCIM / CE,ftth,efetivado,2026-07-01,1,2
camocim-ce,CAMOCIM / CE,ftth,instalacao,2026-07-01,1,1
,CAMOCIM/CE / CE,5g,ativacao,2026-07-01,1,1
campina-grande-pb,CAMPINA GRANDE / PB,5g,ativacao,2026-07-01,1,93
campina-grande-pb,CAMPINA GRANDE / PB,ftth,orcamento,2026-07-01,1,155
campina-grande-pb,CAMPINA GRANDE / PB,ftth,efetivado,2026-07-01,1,117
campina-grande-pb,CAMPINA GRANDE / PB,ftth,instalacao,2026-07-01,1,110
campo-grande-rn,CAMPO GRANDE / RN,5g,ativacao,2026-07-01,1,3
campo-maior-pi,CAMPO MAIOR / PI,ftth,orcamento,2026-07-01,1,15
campo-maior-pi,CAMPO MAIOR / PI,ftth,efetivado,2026-07-01,1,14
campo-maior-pi,CAMPO MAIOR / PI,ftth,instalacao,2026-07-01,1,12
campos-sales-ce,CAMPOS SALES / CE,5g,ativacao,2026-07-01,1,22
canguaretama-rn,CANGUARETAMA / RN,5g,ativacao,2026-07-01,1,6
canguaretama-rn,CANGUARETAMA / RN,ftth,orcamento,2026-07-01,1,1
caninde-ce,CANINDE / CE,5g,ativacao,2026-07-01,1,34
caninde-ce,CANINDE / CE,ftth,orcamento,2026-07-01,1,27
caninde-ce,CANINDE / CE,ftth,efetivado,2026-07-01,1,24
caninde-ce,CANINDE / CE,ftth,instalacao,2026-07-01,1,19
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,5g,ativacao,2026-07-01,1,17
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,orcamento,2026-07-01,1,8
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,efetivado,2026-07-01,1,10
caninde-de-sao-francisco-se,CANINDE DE SAO FRANCISCO / SE,ftth,instalacao,2026-07-01,1,8
capistrano-ce,CAPISTRANO / CE,5g,ativacao,2026-07-01,1,2
caraubas-rn,CARAUBAS / RN,5g,ativacao,2026-07-01,1,18
caridade-ce,CARIDADE / CE,5g,ativacao,2026-07-01,1,11
carire-ce,CARIRE / CE,5g,ativacao,2026-07-01,1,8
carire-ce,CARIRE / CE,ftth,orcamento,2026-07-01,1,1
caririacu-ce,CARIRIACU / CE,5g,ativacao,2026-07-01,1,22
carius-ce,CARIUS / CE,5g,ativacao,2026-07-01,1,5
carnaubal-ce,CARNAUBAL / CE,5g,ativacao,2026-07-01,1,1
carpina-pe,CARPINA / PE,ftth,orcamento,2026-07-01,1,3
carpina-pe,CARPINA / PE,ftth,efetivado,2026-07-01,1,1
caruaru-pe,CARUARU / PE,5g,ativacao,2026-07-01,1,113
caruaru-pe,CARUARU / PE,ftth,orcamento,2026-07-01,1,141
caruaru-pe,CARUARU / PE,ftth,efetivado,2026-07-01,1,113
caruaru-pe,CARUARU / PE,ftth,instalacao,2026-07-01,1,117
cascavel-ce,CASCAVEL / CE,5g,ativacao,2026-07-01,1,28
cascavel-ce,CASCAVEL / CE,ftth,orcamento,2026-07-01,1,34
cascavel-ce,CASCAVEL / CE,ftth,efetivado,2026-07-01,1,28
cascavel-ce,CASCAVEL / CE,ftth,instalacao,2026-07-01,1,24
catarina-ce,CATARINA / CE,5g,ativacao,2026-07-01,1,2
catende-pe,CATENDE / PE,5g,ativacao,2026-07-01,1,1
catole-do-rocha-pb,CATOLE DO ROCHA / PB,5g,ativacao,2026-07-01,1,38
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,orcamento,2026-07-01,1,12
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,efetivado,2026-07-01,1,11
catole-do-rocha-pb,CATOLE DO ROCHA / PB,ftth,instalacao,2026-07-01,1,8
catu-ba,CATU / BA,ftth,orcamento,2026-07-01,1,25
catu-ba,CATU / BA,ftth,efetivado,2026-07-01,1,20
catu-ba,CATU / BA,ftth,instalacao,2026-07-01,1,18
caucaia-ce,CAUCAIA  / CE,5g,ativacao,2026-07-01,1,162
caucaia-ce,CAUCAIA / CE,ftth,orcamento,2026-07-01,1,139
caucaia-ce,CAUCAIA / CE,ftth,efetivado,2026-07-01,1,115
caucaia-ce,CAUCAIA / CE,ftth,instalacao,2026-07-01,1,93
ceara-mirim-rn,CEARA MIRIM / RN,5g,ativacao,2026-07-01,1,52
ceara-mirim-rn,CEARA MIRIM / RN,ftth,orcamento,2026-07-01,1,25
ceara-mirim-rn,CEARA MIRIM / RN,ftth,efetivado,2026-07-01,1,25
ceara-mirim-rn,CEARA MIRIM / RN,ftth,instalacao,2026-07-01,1,25
cedro-ce,CEDRO / CE,5g,ativacao,2026-07-01,1,20
cedro-ce,CEDRO / CE,ftth,orcamento,2026-07-01,1,7
cedro-ce,CEDRO / CE,ftth,efetivado,2026-07-01,1,6
cedro-ce,CEDRO / CE,ftth,instalacao,2026-07-01,1,11
cha-de-alegria-pe,CHA DE ALEGRIA / PE,5g,ativacao,2026-07-01,1,10
cha-grande-pe,CHA GRANDE / PE,5g,ativacao,2026-07-01,1,7
chorozinho-ce,CHOROZINHO / CE,5g,ativacao,2026-07-01,1,22
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,5g,ativacao,2026-07-01,1,4
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,ftth,orcamento,2026-07-01,1,4
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA / RN,ftth,efetivado,2026-07-01,1,3
crateus-ce,CRATEUS / CE,5g,ativacao,2026-07-01,1,73
crateus-ce,CRATEUS / CE,ftth,orcamento,2026-07-01,1,20
crateus-ce,CRATEUS / CE,ftth,efetivado,2026-07-01,1,19
crateus-ce,CRATEUS / CE,ftth,instalacao,2026-07-01,1,22
crato-ce,CRATO / CE,5g,ativacao,2026-07-01,1,73
crato-ce,CRATO / CE,ftth,orcamento,2026-07-01,1,75
crato-ce,CRATO / CE,ftth,efetivado,2026-07-01,1,67
crato-ce,CRATO / CE,ftth,instalacao,2026-07-01,1,68
,CRATO/CE / CE,5g,ativacao,2026-07-01,1,4
croata-ce,CROATA / CE,5g,ativacao,2026-07-01,1,5
cruz-ce,CRUZ / CE,5g,ativacao,2026-07-01,1,6
cruz-do-espirito-santo-pb,CRUZ DO ESPIRITO SANTO / PB,5g,ativacao,2026-07-01,1,9
currais-novos-rn,CURRAIS NOVOS / RN,5g,ativacao,2026-07-01,1,54
currais-novos-rn,CURRAIS NOVOS / RN,ftth,orcamento,2026-07-01,1,1
custodia-pe,CUSTODIA / PE,5g,ativacao,2026-07-01,1,18
custodia-pe,CUSTODIA / PE,ftth,orcamento,2026-07-01,1,2
custodia-pe,CUSTODIA / PE,ftth,efetivado,2026-07-01,1,3
custodia-pe,CUSTODIA / PE,ftth,instalacao,2026-07-01,1,3
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,5g,ativacao,2026-07-01,1,22
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,orcamento,2026-07-01,1,13
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,efetivado,2026-07-01,1,9
delmiro-gouveia-al,DELMIRO GOUVEIA / AL,ftth,instalacao,2026-07-01,1,9
deputado-irapua-pinheiro-ce,DEPUTADO IRAPUA PINHEIRO / CE,5g,ativacao,2026-07-01,1,1
deputado-irapuan-pinheiro-ce,DEPUTADO IRAPUAN PINHEIRO / CE,5g,ativacao,2026-07-01,1,1
dias-davila-ba,DIAS DAVILA / BA,ftth,orcamento,2026-07-01,1,19
dias-davila-ba,DIAS DAVILA / BA,ftth,efetivado,2026-07-01,1,15
dias-davila-ba,DIAS DAVILA / BA,ftth,instalacao,2026-07-01,1,18
doutor-severiano-rn,DOUTOR SEVERIANO / RN,5g,ativacao,2026-07-01,1,7
doutor-severiano-rn,DOUTOR SEVERIANO / RN,ftth,orcamento,2026-07-01,1,4
doutor-severiano-rn,DOUTOR SEVERIANO / RN,ftth,efetivado,2026-07-01,1,3
doutor-severiano-rn,DOUTOR SEVERIANO / RN,ftth,instalacao,2026-07-01,1,3
encanto-rn,ENCANTO / RN,5g,ativacao,2026-07-01,1,16
encanto-rn,ENCANTO / RN,ftth,orcamento,2026-07-01,1,1
encanto-rn,ENCANTO / RN,ftth,efetivado,2026-07-01,1,1
erere-ce,ERERE / CE,5g,ativacao,2026-07-01,1,8
escada-pe,ESCADA / PE,ftth,orcamento,2026-07-01,1,27
escada-pe,ESCADA / PE,ftth,efetivado,2026-07-01,1,22
escada-pe,ESCADA / PE,ftth,instalacao,2026-07-01,1,24
esperanca-pb,ESPERANCA / PB,5g,ativacao,2026-07-01,1,20
estancia-se,ESTANCIA / SE,ftth,orcamento,2026-07-01,1,29
estancia-se,ESTANCIA / SE,ftth,efetivado,2026-07-01,1,26
estancia-se,ESTANCIA / SE,ftth,instalacao,2026-07-01,1,16
eusebio-ce,EUSEBIO / CE,5g,ativacao,2026-07-01,1,27
eusebio-ce,EUSEBIO / CE,ftth,orcamento,2026-07-01,1,60
eusebio-ce,EUSEBIO / CE,ftth,efetivado,2026-07-01,1,50
eusebio-ce,EUSEBIO / CE,ftth,instalacao,2026-07-01,1,58
extremoz-rn,EXTREMOZ / RN,5g,ativacao,2026-07-01,1,94
extremoz-rn,EXTREMOZ / RN,ftth,orcamento,2026-07-01,1,96
extremoz-rn,EXTREMOZ / RN,ftth,efetivado,2026-07-01,1,82
extremoz-rn,EXTREMOZ / RN,ftth,instalacao,2026-07-01,1,64
farias-brito-ce,FARIAS BRITO / CE,5g,ativacao,2026-07-01,1,10
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,orcamento,2026-07-01,1,76
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,efetivado,2026-07-01,1,67
feira-de-santana-ba,FEIRA DE SANTANA / BA,ftth,instalacao,2026-07-01,1,36
felipe-guerra-rn,FELIPE GUERRA / RN,5g,ativacao,2026-07-01,1,9
ferreiros-pe,FERREIROS / PE,5g,ativacao,2026-07-01,1,5
forquilha-ce,FORQUILHA / CE,5g,ativacao,2026-07-01,1,10
fortaleza-ce,FORTALEZA / CE,5g,ativacao,2026-07-01,1,1322
fortaleza-ce,FORTALEZA / CE,ftth,orcamento,2026-07-01,1,1231
fortaleza-ce,FORTALEZA / CE,ftth,efetivado,2026-07-01,1,1032
